tile_id,zone,row,col,tile_area_m2,street_len_m,bldg_area_m2,bldg_count,street_km_per_km2,bldg_coverage
center_03_13,center,13,3,250000.0,6235.287337898691,11322.123119837886,26,24.941149351594763,0.045288492479351544
center_03_14,center,14,3,250000.0,5210.039586180448,7820.841316274992,3,20.840158344721793,0.03128336526509997
center_03_15,center,15,3,250000.0,4134.04452253964,10134.209707387836,55,16.536178090158558,0.04053683882955134
center_03_16,center,16,3,250000.0,3681.170919790813,21211.642378968198,11,14.724683679163252,0.08484656951587279
center_03_17,center,17,3,113923.61694620922,1986.8668459403414,1558.3122789325116,2,17.440342039688495,0.013678570964511184
center_04_00,center,0,4,61227.813657179904,53.99033731413799,3366.299525901014,2,0.8817943037527812,0.05497990741183788
center_04_01,center,1,4,122747.71229558974,822.3114902663038,11792.121404170168,16,6.699200130802349,0.09606795258043968
center_04_02,center,2,4,122747.71229558974,527.5848019445787,17514.675227571995,21,4.298123297598391,0.14268840453331438
center_04_03,center,3,4,122747.71229558974,1031.1624679988288,3755.3964676193928,6,8.400665468336209,0.030594431434909294
center_04_04,center,4,4,122747.71229558974,1419.7869408756842,4455.301581023897,6,11.566707959955163,0.036296412354268975
center_04_05,center,5,4,122747.71229558974,1260.6663344922838,14617.326623539027,17,10.270385581251919,0.11908431000603031
center_04_06,center,6,4,122747.71229558974,2055.9448862118393,6589.449665524891,77,16.749354002304354,0.053682871495452276
center_04_07,center,7,4,122747.71229558974,1018.0281807039812,19115.17306497291,30,8.293663170295668,0.15572732646081022
center_04_08,center,8,4,122747.71229558974,0.0,29921.537167724986,7,0.0,0.24376451999097706
center_04_09,center,9,4,122747.71229558974,1769.3494376715955,27716.510132075367,161,14.414520682966465,0.22580062482411908
center_04_10,center,10,4,122747.71229558974,2364.0447516789586,24527.52226604208,175,19.259379319315407,0.19982060608166088
center_04_11,center,11,4,122747.71229558974,1830.2518498912139,27544.16150945389,33,14.910679927653314,0.22439653655723193
center_04_12,center,12,4,122747.71229558974,1411.9415719211756,26378.650726644162,57,11.502793376067718,0.21490136340074123
center_04_13,center,13,4,122747.71229558974,852.7024046218501,13165.05515768095,10,6.946788568804041,0.1072529573991414
center_04_14,center,14,4,122747.71229558974,1206.3954611099725,8719.510067734373,18,9.828252099760865,0.07103602914192692
center_04_15,center,15,4,122747.71229558974,0.0,3661.136120034418,3,0.0,0.029826512051141185
center_04_16,center,16,4,122747.71229558974,1880.6457512974741,0.0,0,15.321228527409751,0.0
center_04_17,center,17,4,55935.45342634504,520.2185343004771,3885.099972696365,3,9.300336413389283,0.06945684239088552
east_00_00,east,0,0,8645.154736846647,0.0,0.0,0,0.0,0.0
east_00_01,east,1,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_02,east,2,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_03,east,3,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_04,east,4,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_05,east,5,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_06,east,6,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_07,east,7,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_08,east,8,0,15312.32565321261,0.0,891.2322183997785,0,0.0,0.05820358308620435
east_00_09,east,9,0,15312.32565321261,0.0,73.97111468070517,0,0.0,0.004830821676339258
east_00_10,east,10,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_11,east,11,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_12,east,12,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_13,east,13,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_14,east,14,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_15,east,15,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_16,east,16,0,15312.32565321261,0.0,0.0,0,0.0,0.0
east_00_17,east,17,0,6520.026951840443,0.0,0.0,0,0.0,0.0
east_01_00,east,0,1,141146.99054602534,0.0,2638.8691022500793,3,0.0,0.018695893494021006
east_01_01,east,1,1,250000.0,2365.5794837299236,14980.128572920532,21,9.462317934919694,0.05992051429168213
east_01_02,east,2,1,250000.0,3201.668589035249,9002.386285525441,27,12.806674356140997,0.036009545142101765
east_01_03,east,3,1,250000.0,6703.406627542879,1523.0372896725855,6,26.813626510171513,0.006092149158690342
east_01_04,east,4,1,250000.0,3891.1896908045173,17107.106360383805,17,15.56475876321807,0.06842842544153521
east_01_05,east,5,1,250000.0,4474.18836121664,55616.63072355944,32,17.89675344486656,0.22246652289423777
east_01_06,east,6,1,250000.0,4001.9801616044174,4307.634073544178,12,16.00792064641767,0.017230536294176712
east_01_07,east,7,1,250000.0,4133.012389105104,37287.007955946385,42,16.532049556420418,0.14914803182378553
east_01_08,east,8,1,250000.0,1569.4939118338525,59129.04123521331,35,6.27797564733541,0.23651616494085326
east_01_09,east,9,1,250000.0,4113.836069801196,49531.21978086712,135,16.455344279204784,0.1981248791234685
east_01_10,east,10,1,250000.0,3053.2068235751162,46789.32935560949,106,12.212827294300466,0.18715731742243794
east_01_11,east,11,1,250000.0,3534.6056367171996,32409.800127768503,50,14.138422546868798,0.12963920051107403
east_01_12,east,12,1,250000.0,4220.3386457913875,31633.227180020207,58,16.88135458316555,0.12653290872008083
east_01_13,east,13,1,250000.0,3295.279854098725,27470.479519490815,47,13.1811194163949,0.10988191807796326
east_01_14,east,14,1,250000.0,3599.936301294181,19123.889786809195,35,14.399745205176723,0.07649555914723678
