tile_id,zone,row,col,tile_area_m2,street_len_m,bldg_area_m2,bldg_count,street_km_per_km2,bldg_coverage
east_04_13,east,13,4,250000.0,1380.558234689114,15355.907775857911,58,5.522232938756456,0.061423631103431645
east_04_14,east,14,4,250000.0,2754.9173810639795,6624.569503582377,15,11.019669524255917,0.02649827801432951
east_04_15,east,15,4,250000.0,2194.2706181730446,7000.062016885819,24,8.777082472692179,0.028000248067543275
east_04_16,east,16,4,250000.0,1593.0356142274327,10840.002378967336,25,6.372142456909731,0.043360009515869345
east_04_17,east,17,4,106450.63165947795,666.7183934422615,4362.186325201884,7,6.263169913119999,0.040978491693275845
east_05_00,east,0,5,95795.03462344239,0.0,0.0,0,0.0,0.0
east_05_01,east,1,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_02,east,2,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_03,east,3,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_04,east,4,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_05,east,5,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_06,east,6,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_07,east,7,5,169672.47096955543,0.0,37146.48451032727,1,0.0,0.21893053303262444
east_05_08,east,8,5,169672.47096955543,0.0,8187.036422511253,0,0.0,0.04825200208217787
east_05_09,east,9,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_10,east,10,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_11,east,11,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_12,east,12,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_13,east,13,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_14,east,14,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_15,east,15,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_16,east,16,5,169672.47096955543,0.0,0.0,0,0.0,0.0
east_05_17,east,17,5,72246.96683973445,0.0,0.0,0,0.0,0.0
